index,Title,Location,Address,Area Type,Price,Total Sqft,Size,Bath,Rating,Latitude,Longitude,Availability,Images,City
0,Raymond Realty Phase 2,"2 BHK Flat for rent in Vartak Nagar, Thane","Vartak Nagar, Thane",Carpet Area,33000.0,515,2,2,0.0,19.2155371,72.9627101,Ready To Move,"['https://static.99acres.com/universalapp/img/Featured.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://imagecdn.99acres.com/media1/22027/18/440558414M-1708008566062.jpg', 'https://imagecdn.99acres.com/media1/22027/19/440559104M-1708008576158.jpg', 'https://imagecdn.99acres.com/media1/22027/19/440559084M-1708008572472.jpg', 'https://imagecdn.99acres.com/media1/22027/18/440558522M-1708008566645.jpg', 'https://imagecdn.99acres.com/media1/22027/18/440558954M-1708008568519.jpg', 'https://imagecdn.99acres.com/media1/22027/18/440558726M-1708008568039.jpg', 'https://imagecdn.99acres.com/media1/22027/19/440559042M-1708008568800.jpg', 'https://imagecdn.99acres.com/media1/22027/19/440559076M-1708008569367.jpg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Thane
1,Lodha Splendora,"2 BHK Flat for rent in Ghodbunder Road, Thane","Ghodbunder Road, Thane",Carpet Area,25000.0,771,2,2,4.2,19.2945287,72.8899266,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Featured.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://imagecdn.99acres.com/media1/23880/19/477619796M-1709625111702.jpg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Thane
3,"Chattarpur, South Delhi","3 BHK Independent Builder Floor for rent in Chattarpur, South Delhi","Chattarpur, South Delhi",Carpet Area,30000.0,1120,3,2,0.0,28.503846,77.183032,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",South Delhi
4,Amrapali Golf Homes,3 BHK Flat for rent in Sector 4 Greater Noida,Sector 4 Greater Noida,Super Built-up Area,16000.0,1115,3,2,0.0,28.4670734,77.5137649,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Noida
5,Eldeco Utopia,3 BHK Flat for rent in Sector 93 A Noida,Sector 93 A Noida,Carpet Area,60000.0,1745,3,3,3.9,28.522950700000003,77.38611652635943,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Noida
6,"DLF Phase 1, Gurgaon","4 BHK Independent Builder Floor for rent in DLF Phase 1, Gurgaon","DLF Phase 1, Gurgaon",Carpet Area,95000.0,2700,4,4,0.0,28.4714278,77.0939848,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
9,DDA New Allotment,"3 BHK Flat for rent in Sector E Vasant Kunj, South Delhi","Sector E Vasant Kunj, South Delhi",Super Built-up Area,55000.0,1580,3,2,3.9,28.6273928,77.1716954,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",South Delhi
10,"DLF Phase 2, Gurgaon","3 BHK Independent Builder Floor for rent in DLF Phase 2, Gurgaon","DLF Phase 2, Gurgaon",Carpet Area,80000.0,1800,3,4,0.0,28.483901,77.0846097,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
13,M3M Heights,2 BHK Flat for rent in Sector 65 Gurgaon,Sector 65 Gurgaon,Super Built-up Area,61000.0,1250,2,2,0.0,28.4042354,77.06925773240255,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png', 'https://static.99acres.com/universalapp/img/projectnoimage.webp', 'https://static.99acres.com/universalapp/img/FDbadge.png']",Gurgaon
15,Ramprastha Primera,3 BHK Flat for rent in Sector 37D Gurgaon,Sector 37D Gurgaon,Carpet Area,60000.0,1775,3,3,0.0,28.4480039,76.9697682,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
16,United Sai Arcade,"2 BHK Flat for rent in Kadugodi, Bangalore East","Kadugodi, Bangalore East",Super Built-up Area,49000.0,1190,2,2,0.0,12.9985767,77.7609716,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Bangalore
17,M3M Heights,2 BHK Flat for rent in Sector 65 Gurgaon,Sector 65 Gurgaon,Carpet Area,70000.0,1533,2,2,0.0,28.4042354,77.06925773240255,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png', 'https://static.99acres.com/universalapp/img/projectnoimage.webp', 'https://static.99acres.com/universalapp/img/FDbadge.png']",Gurgaon
18,Lok Raunak,"2 BHK Flat for rent in Marol, Mumbai","Marol, Mumbai",Super Built-up Area,42008.0,1200,2,2,3.9,19.1172198,72.882342,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Mumbai
19,"Adare, The Art Hub. Ranikhet","2 Bedroom House for rent in Gadhwali, Ranikhet","Gadhwali, Ranikhet",Built-up Area,82000.0,4300,2,2,0.0,29.6323007,79.4154141676432,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Ranikhet
21,Tulsiani Luvnest,"3 BHK Flat for rent in Vrindavan Yojna, Lucknow","Vrindavan Yojna, Lucknow",Super Built-up Area,26000.0,1860,3,4,0.0,26.8381,80.9346001,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Lucknow
22,M3M Heights,2 BHK Flat for rent in Sector 65 Gurgaon,Sector 65 Gurgaon,Super Built-up Area,55000.0,1261,2,2,0.0,28.4042354,77.06925773240255,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
23,Wave Amore,3 BHK Flat for rent in Sector 32 Noida,Sector 32 Noida,Super Built-up Area,90000.0,2196,3,3,0.0,28.579607950000003,77.35024251064897,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Noida
24,"Sector 15 Part 2, Gurgaon","4 BHK Independent Builder Floor for rent in Sector 15 Part 2, Gurgaon","Sector 15 Part 2, Gurgaon",Carpet Area,76000.0,2200,4,3,0.0,28.4646148,77.0299194,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
25,Ambika La Parisian,4 BHK Flat for rent in Sector 66b Mohali,Sector 66b Mohali,Super Built-up Area,39500.0,2150,4,4,0.0,30.7348827,76.7137956,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Mohali
27,"Suncity, Gurgaon","3 BHK Independent Builder Floor for rent in Suncity, Gurgaon","Suncity, Gurgaon",Super Built-up Area,80000.0,3240,3,3,0.0,28.43312165,77.10551952112357,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://imagecdn.99acres.com/media1/23714/13/474293470M-1708245931394.jpg', 'https://imagecdn.99acres.com/media1/23714/12/474292864M-1708245696830.jpg', 'https://imagecdn.99acres.com/media1/23714/13/474293356M-1708245892938.jpg', 'https://imagecdn.99acres.com/media1/23714/12/474292940M-1708245697305.jpg', 'https://imagecdn.99acres.com/media1/23714/13/474293112M-1708245800838.jpg', 'https://imagecdn.99acres.com/media1/23714/13/474293182M-1708245811235.jpg', 'https://imagecdn.99acres.com/media1/23714/12/474292996M-1708245742772.jpg', 'https://imagecdn.99acres.com/media1/23714/13/474293132M-1708245804631.jpg', 'https://imagecdn.99acres.com/media1/23714/13/474293194M-1708245847353.jpg', 'https://imagecdn.99acres.com/media1/23714/13/474293336M-1708245892231.jpg', 'https://imagecdn.99acres.com/media1/23714/13/474293544M-1708245977475.jpg', 'https://imagecdn.99acres.com/media1/23714/13/474293636M-1708245985709.jpg', 'https://imagecdn.99acres.com/media1/23714/13/474293662M-1708246031447.jpg', 'https://imagecdn.99acres.com/media1/23714/13/474293424M-1708245931298.jpg', 'https://imagecdn.99acres.com/media1/23714/13/474293744M-1708246037818.jpg', 'https://imagecdn.99acres.com/media1/23714/13/474293830M-1708246082835.jpg', 'https://imagecdn.99acres.com/media1/23714/13/474293920M-1708246129809.jpg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
28,Karunamoyee Housing Society,"4 BHK Flat for rent in Salt Lake, Kolkata North","Salt Lake, Kolkata North",Carpet Area,27000.0,1200,4,2,4.0,22.59175005,88.41232712421045,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://imagecdn.99acres.com/media1/24026/9/480529944M-1710591005567.jpg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Kolkata North
29,"Tiger Plaza, In Saffron City Residential Society,","1 BHK Serviced Apartment for rent in Jolva, Bharuch","Jolva, Bharuch",Carpet Area,30000.0,1200,1,1,0.0,21.7080427,72.9956936,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Bharuch
31,Hiranandani Atlantis,"2 BHK Flat for rent in Hiranandani Gardens Powai, Mumbai","Hiranandani Gardens Powai, Mumbai",Super Built-up Area,100000.0,1350,2,2,3.8,19.114405,72.91104954195528,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png', 'https://static.99acres.com/universalapp/img/projectnoimage.webp', 'https://static.99acres.com/universalapp/img/FDbadge.png']",Mumbai
33,M3M Heights,2 BHK Flat for rent in Sector 65 Gurgaon,Sector 65 Gurgaon,Super Built-up Area,63000.0,1433,2,2,0.0,28.4042354,77.06925773240255,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png', 'https://static.99acres.com/universalapp/img/projectnoimage.webp', 'https://static.99acres.com/universalapp/img/FDbadge.png']",Gurgaon
34,TRWA Sector A Pocket A,"2 BHK Flat for rent in Vasant Kunj, South Delhi","Vasant Kunj, South Delhi",Carpet Area,45000.0,1200,2,2,0.0,28.51319,77.16137308119117,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",South Delhi
35,Luxury Builder Floors In Dlf Phase 2,"3 BHK Independent Builder Floor for rent in DLF Phase 2, Gurgaon","DLF Phase 2, Gurgaon",Carpet Area,80000.0,1935,3,3,0.0,28.483901,77.0846097,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
36,"Green Heritage Villas, Jhajjar","3 Bedroom House for rent in Jhajjar Road, Gurgaon","Jhajjar Road, Gurgaon",Plot Area,85000.0,9000,3,4,0.0,28.42826235,77.00270014657752,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
39,AWHO Sandeep Vihar,"3 BHK Flat for rent in Ardendale, Bangalore East","Ardendale, Bangalore East",Super Built-up Area,41500.0,1721,3,3,4.3,13.026135,77.76638437071601,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Bangalore
40,"RBI East Layout, Bangalore South","4 Bedroom House for rent in RBI East Layout, Bangalore South","RBI East Layout, Bangalore South",Plot Area,60000.0,3200,4,6,0.0,12.9307256,77.5934343,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Bangalore
41,Brownricks apartment,"Studio Apartments / 1 RK Flats for rent in DLF Phase 3, Gurgaon","DLF Phase 3, Gurgaon",Carpet Area,37000.0,490,1,1,0.0,28.50344495,77.09520476323657,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
42,Ireo Skyon,3 BHK Flat for rent in Sector 60 Gurgaon,Sector 60 Gurgaon,Super Built-up Area,75000.0,2045,3,4,4.0,28.3985617,77.0978276,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
44,"CBM Compound, Visakhapatnam","2 BHK Independent Builder Floor for rent in CBM Compound, Visakhapatnam","CBM Compound, Visakhapatnam",Super Built-up Area,60000.0,2400,2,1,0.0,17.7231276,83.3012842,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Visakhapatnam
45,Aadi Allure,"2 BHK Flat for rent in Kanjurmarg East, Mumbai","Kanjurmarg East, Mumbai",Super Built-up Area,49000.0,730,2,2,4.2,19.1378308,72.9361964,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Mumbai
46,"Palam Vihar, Gurgaon","4 BHK Independent Builder Floor for rent in Palam Vihar, Gurgaon","Palam Vihar, Gurgaon",Super Built-up Area,65000.0,4500,4,4,0.0,28.5179556,77.04295559877025,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
47,Dwaraka Sai Appartment,"3 BHK Flat for rent in Currency Nagar, Vijayawada","Currency Nagar, Vijayawada",Super Built-up Area,13500.0,1700,3,2,0.0,16.5211148,80.6674091,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Vijayawada
48,"Thiruppalai, Madurai","3 Bedroom House for rent in Thiruppalai, Madurai","Thiruppalai, Madurai",Plot Area,20000.0,2400,3,2,0.0,9.9730361,78.1395704,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Madurai
50,Vishal Sanjivini,"5 Bedroom House for rent in Tukkuguda, Hyderabad","Tukkuguda, Hyderabad",Plot Area,59500.0,240,5,4,0.0,17.360589,78.4740613,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Hyderabad
51,M3M Heights,2 BHK Flat for rent in Sector 65 Gurgaon,Sector 65 Gurgaon,Carpet Area,60000.0,1516,2,2,0.0,28.4042354,77.06925773240255,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png', 'https://static.99acres.com/universalapp/img/projectnoimage.webp', 'https://static.99acres.com/universalapp/img/FDbadge.png']",Gurgaon
53,"Kasauli, Solan","2 Bedroom House for rent in Kasauli, Solan","Kasauli, Solan",Plot Area,55000.0,300,2,2,0.0,30.85844455,76.99796611489867,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://imagecdn.99acres.com/media1/23686/6/473726102M-1707997788910.jpg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Solan
54,Lok Everest Chs,"3 BHK Flat for rent in Mulund West, Mumbai","Mulund West, Mumbai",Carpet Area,60000.0,1190,3,3,0.0,19.1719717,72.9511956,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Mumbai
56,AWHO Complex,"4 BHK Flat for rent in Kadugodi, Bangalore East","Kadugodi, Bangalore East",Super Built-up Area,46000.0,2060,4,3,0.0,12.9985767,77.7609716,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Bangalore
57,"Kammanahalli, Bangalore East","2 Bedroom House for rent in Kammanahalli, Bangalore East","Kammanahalli, Bangalore East",Plot Area,26000.0,1200,2,2,0.0,13.0093455,77.6377094,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Bangalore
59,Deepak Niwas,"2 BHK Flat for rent in Malad East, Mumbai","Malad East, Mumbai",Carpet Area,25000.0,480,2,1,0.0,19.1860219,72.8563181,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Mumbai
60,TIA Four Avenues,"3 BHK Flat for rent in Sevasi, Vadodara","Sevasi, Vadodara",Carpet Area,24999.0,1050,3,3,0.0,22.2973142,73.1942567,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Vadodara
61,"Mansarovar Extension, Jaipur","3 BHK Independent Builder Floor for rent in Mansarovar Extension, Jaipur","Mansarovar Extension, Jaipur",Super Built-up Area,32000.0,1400,3,2,0.0,26.9154576,75.8189817,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Jaipur
62,Krishna Residency Mansarover Extension,"3 BHK Independent Builder Floor for rent in Mansarovar Extension, Jaipur","Mansarovar Extension, Jaipur",Super Built-up Area,33000.0,1400,3,2,3.8,26.9154576,75.8189817,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Jaipur
63,Siva Residency,"2 BHK Serviced Apartment for rent in Peelamedu , Coimbatore","Peelamedu , Coimbatore",Carpet Area,30000.0,1200,2,2,0.0,11.032976,77.0004239,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Coimbatore
65,Madhu kunj apartment,"3 BHK Flat for rent in Maruthi Nagar, Anantapur","Maruthi Nagar, Anantapur",Carpet Area,16000.0,1500,3,2,0.0,14.6633074,77.5893257,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Anantapur
67,Ireo Skyon,2 BHK Flat for rent in Sector 60 Gurgaon,Sector 60 Gurgaon,Super Built-up Area,60000.0,1524,2,2,4.0,28.3985617,77.0978276,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
68,India Bulls Green,"2 BHK Flat for rent in New Panvel, Navi Mumbai","New Panvel, Navi Mumbai",Super Built-up Area,25000.0,1246,2,2,0.0,18.9982037,73.1236641,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Navi Mumbai
69,"DLF Phase 2, Gurgaon","3 BHK Independent Builder Floor for rent in DLF Phase 2, Gurgaon","DLF Phase 2, Gurgaon",Carpet Area,82500.0,2268,3,3,0.0,28.483901,77.0846097,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
71,Sri Vijaya Durga Residency,"2 BHK Flat for rent in Mathikere, Bangalore North","Mathikere, Bangalore North",Carpet Area,23000.0,960,2,2,0.0,13.0328884,77.557374,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Bangalore
73,"Block A 2A Janakpuri, West Delhi","3 Bedroom House for rent in Block A 2A Janakpuri, West Delhi","Block A 2A Janakpuri, West Delhi",Plot Area,40000.0,2340,3,2,0.0,28.6273928,77.1716954,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",West Delhi
