index,Title,Location,Address,Area Type,Price,Total Sqft,Size,Bath,Rating,Latitude,Longitude,Availability,Images,City
1554,Pyramid Urban,2 BHK Flat for rent in Sector 67A Gurgaon,Sector 67A Gurgaon,Carpet Area,30350.0,700,2,2,0.0,28.39902465,76.97068963789224,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
1555,World Trade Center,"1 BHK Flat for rent in Barakhamba Road, Central Delhi","Barakhamba Road, Central Delhi",Built-up Area,60000.0,1000,1,1,0.0,28.6273928,77.1716954,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Central Delhi
1556,Dynamix Parkwoods,"2 BHK Flat for rent in Ghodbunder Road, Thane","Ghodbunder Road, Thane",Carpet Area,27000.0,693,2,2,4.0,19.2945287,72.8899266,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Thane
1558,Eternia by Oberoi Realty,"3 BHK Flat for rent in Mulund West, Mumbai","Mulund West, Mumbai",Super Built-up Area,75000.0,1670,3,3,0.0,19.1719717,72.9511956,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Mumbai
1559,Eternia by Oberoi Realty,"3 BHK Flat for rent in Mulund West, Mumbai","Mulund West, Mumbai",Super Built-up Area,95000.0,1795,3,3,0.0,19.1719717,72.9511956,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Mumbai
1560,"Sector 47, Gurgaon",2 BHK Independent Builder Floor for rent in Sector 47 Gurgaon,Sector 47 Gurgaon,Carpet Area,38000.0,1500,2,2,0.0,28.4251572,77.0475128,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
1562,Pyramid Urban,2 BHK Flat for rent in Sector 67A Gurgaon,Sector 67A Gurgaon,Carpet Area,32400.0,700,2,2,0.0,28.39902465,76.97068963789224,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
1563,VIGHNHARTA BUILDER,"1 BHK Flat for rent in Vikhroli East, Mumbai","Vikhroli East, Mumbai",Carpet Area,30000.0,425,1,2,0.0,19.1172592,72.9355194,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Mumbai
1564,Bestech Park View Residency,"3 BHK Flat for rent in Palam Vihar, Gurgaon","Palam Vihar, Gurgaon",Super Built-up Area,43000.0,1780,3,3,3.9,28.50839055,77.03334737852882,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
1565,AIPL Zen Residences,3 BHK Flat for rent in Sector 70A Gurgaon,Sector 70A Gurgaon,Super Built-up Area,52000.0,1703,3,3,0.0,28.3846684,77.0220391,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
1566,Vipul Greens,3 BHK Flat for rent in Sector 48 Gurgaon,Sector 48 Gurgaon,Carpet Area,65000.0,1665,3,3,4.1,28.4104903,77.0394627,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
1567,Tata Primanti,3 BHK Flat for rent in Sector 72 Gurgaon,Sector 72 Gurgaon,Super Built-up Area,70000.0,2145,3,3,4.1,28.4159257,77.0290772,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
1568,DLF Exclusive Floors,"3 BHK Flat for rent in DLF Phase 5, Gurgaon","DLF Phase 5, Gurgaon",Super Built-up Area,60000.0,1550,3,3,4.1,28.50344495,77.09520476323657,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBg.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
1569,Vipul Greens,3 BHK Flat for rent in Sector 48 Gurgaon,Sector 48 Gurgaon,Carpet Area,55000.0,1665,3,3,4.1,28.4104903,77.0394627,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
1570,Mapsko Royale Ville,3 BHK Flat for rent in Sector 82 Gurgaon,Sector 82 Gurgaon,Super Built-up Area,30000.0,1790,3,4,3.7,28.3931076,76.9588762,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
1571,The Golden Palm,Studio Apartments / 1 RK Flats for rent in Sector 168 Noida,Sector 168 Noida,Super Built-up Area,23000.0,506,1,1,4.0,28.4950417,77.409942,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Noida
1572,ATS Advantage,"3 BHK Flat for rent in Ahinsa Khand 1, Ghaziabad","Ahinsa Khand 1, Ghaziabad",Super Built-up Area,38000.0,1685,3,3,4.4,28.6711527,77.4120356,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBg.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Ghaziabad
1573,ATS Advantage,"3 BHK Flat for rent in Ahinsa Khand 1, Ghaziabad","Ahinsa Khand 1, Ghaziabad",Super Built-up Area,55000.0,1685,3,3,4.4,28.6711527,77.4120356,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBg.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Ghaziabad
1574,Ashapura Dham,"2 BHK Flat for rent in Palm Beach, Navi Mumbai","Palm Beach, Navi Mumbai",Super Built-up Area,40000.0,1150,2,2,0.0,19.04624605,73.00890968622429,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Navi Mumbai
1575,Shree Chaaya Apartment,"2 BHK Flat for rent in Sanpada, Navi Mumbai","Sanpada, Navi Mumbai",Super Built-up Area,45000.0,1200,2,2,0.0,19.0607337,73.0116775,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Navi Mumbai
1576,JVTS gardens,"3 BHK Flat for rent in Chattarpur, South Delhi","Chattarpur, South Delhi",Carpet Area,26500.0,1400,3,2,0.0,28.503846,77.183032,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://imagecdn.99acres.com/media1/23824/13/476493916T-1709143680454.jpg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",South Delhi
1577,Tata Inora Park,"3 BHK Flat for rent in Undri, Pune","Undri, Pune",Super Built-up Area,21000.0,1409,3,3,4.0,18.4501707,73.9010426,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://imagecdn.99acres.com/media1/23939/19/478799304M-1710045560269.jpg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Pune
1579,Central Park Resorts,3 BHK Flat for rent in Sector 48 Gurgaon,Sector 48 Gurgaon,Super Built-up Area,95000.0,1869,3,3,4.4,28.4104903,77.0394627,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
1580,"DLF Phase 2, Gurgaon","3 BHK Independent Builder Floor for rent in DLF Phase 2, Gurgaon","DLF Phase 2, Gurgaon",Carpet Area,95000.0,2400,3,3,0.0,28.483901,77.0846097,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
1581,"Galleria Market, Gurgaon","3 BHK Independent Builder Floor for rent in Galleria Market, Gurgaon","Galleria Market, Gurgaon",Carpet Area,100000.0,2400,3,3,0.0,28.4672918,77.08175977573106,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
1582,DLF Richmond Park,"3 BHK Flat for rent in DLF Phase 4, Gurgaon","DLF Phase 4, Gurgaon",Carpet Area,100000.0,3000,3,3,0.0,28.50344495,77.09520476323657,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
1583,"Sector 43, Gurgaon",2 BHK Independent Builder Floor for rent in Sector 43 Gurgaon,Sector 43 Gurgaon,Carpet Area,42000.0,1800,2,2,0.0,28.4548735,77.0858864,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
1584,Central Park Resorts,2 BHK Flat for rent in Sector 48 Gurgaon,Sector 48 Gurgaon,Super Built-up Area,100000.0,1676,2,2,4.4,28.4104903,77.0394627,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
1585,"Sector 27, Gurgaon",3 BHK Independent Builder Floor for rent in Sector 27 Gurgaon,Sector 27 Gurgaon,Carpet Area,70000.0,2100,3,3,0.0,28.4646566,77.0839505,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
1587,"Maruti Housing Colony, Gurgaon","1 BHK Independent Builder Floor for rent in Maruti Housing Colony, Gurgaon","Maruti Housing Colony, Gurgaon",Carpet Area,40000.0,1000,1,1,0.0,28.42826235,77.00270014657752,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
1588,"Sector 27, Gurgaon",2 BHK Independent Builder Floor for rent in Sector 27 Gurgaon,Sector 27 Gurgaon,Carpet Area,40000.0,1500,2,2,0.0,28.4646566,77.0839505,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
1590,"Maruti Vihar, Gurgaon","1 BHK Independent Builder Floor for rent in Maruti Vihar, Gurgaon","Maruti Vihar, Gurgaon",Carpet Area,40000.0,900,1,1,0.0,28.4766631,77.08252515230161,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
1591,Paras Tierea,3 BHK Flat for rent in Sector 137 Noida,Sector 137 Noida,Super Built-up Area,30000.0,1900,3,4,4.1,28.5091263,77.40949057549227,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Noida
1593,Sobha Habitech,"3 BHK Flat for rent in Ambedkar Nagar, Bangalore East","Ambedkar Nagar, Bangalore East",Super Built-up Area,84000.0,1862,3,3,0.0,12.9798531,77.7541055,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Bangalore
1595,La Vida by Tata Housing,2 BHK Flat for rent in Sector 113 Gurgaon,Sector 113 Gurgaon,Carpet Area,38000.0,1276,2,2,0.0,28.5286649,77.0250282,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
1596,Green Court,2 BHK Flat for rent in Sector 90 Gurgaon,Sector 90 Gurgaon,Super Built-up Area,18000.0,600,2,2,3.6,28.4069974,76.9365562,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
1597,BPTP Spacio,2 BHK Flat for rent in Sector 37D Gurgaon,Sector 37D Gurgaon,Super Built-up Area,25000.0,1079,2,2,3.5,28.4480039,76.9697682,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
1598,Emaar Palm Gardens,3 BHK Flat for rent in Sector 83 Gurgaon,Sector 83 Gurgaon,Carpet Area,45000.0,1900,3,3,4.1,28.3981087,76.9732873,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
1599,DLF New Town Heights 1,3 BHK Flat for rent in Sector 90 Gurgaon,Sector 90 Gurgaon,Super Built-up Area,32000.0,1930,3,3,4.0,28.4069974,76.9365562,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
1600,SS The Leaf,3 BHK Flat for rent in Sector 85 Gurgaon,Sector 85 Gurgaon,Super Built-up Area,48000.0,2408,3,4,3.9,28.403652,76.9531428,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
1601,Akshaya apparels,"2 BHK Flat for rent in Rayapuram, Tirupur","Rayapuram, Tirupur",Carpet Area,13000.0,550,2,2,0.0,11.1671878,77.3472673,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Tirupur
1602,Sattva Salarpuria Greenage,"3 BHK Flat for rent in Bommanahalli, Bangalore South","Bommanahalli, Bangalore South",Carpet Area,90000.0,1600,3,3,0.0,12.9089453,77.6239038,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://imagecdn.99acres.com/media1/24040/8/480808486M-1710744366005.jpg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Bangalore
1603,ATS One Hamlet,4 BHK Flat for rent in Sector 104 Noida,Sector 104 Noida,Super Built-up Area,95000.0,3115,4,5,4.1,28.5577363,77.3234575,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Noida
1604,Prestige Lakeside Habitat,"3 BHK Flat for rent in Whitefield, Bangalore East","Whitefield, Bangalore East",Super Built-up Area,47000.0,1655,3,3,4.3,12.9696365,77.7497448,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Bangalore
1605,V K Skye Signature,"1 BHK Flat for rent in Pant Nagar, Mumbai","Pant Nagar, Mumbai",Super Built-up Area,34000.0,500,1,2,0.0,19.0868209,72.9156026,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Mumbai
1606,Evergreen Rodas Enclave,"3 BHK Flat for rent in Hiranandani Estate, Thane","Hiranandani Estate, Thane",Carpet Area,57000.0,1230,3,2,0.0,19.2570093,72.98392629891234,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Thane
1607,Tribeca CHS,"3 BHK Flat for rent in Hiranandani Estate, Thane","Hiranandani Estate, Thane",Carpet Area,75000.0,1765,3,3,0.0,19.2570093,72.98392629891234,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Thane
1608,Hiranandani Estate Casablanca,"3 BHK Flat for rent in Hiranandani Estate, Thane","Hiranandani Estate, Thane",Super Built-up Area,68000.0,1470,3,3,0.0,19.2570093,72.98392629891234,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Thane
1609,"Sector 6 HSR Layout, Bangalore South","3 BHK Independent Builder Floor for rent in Sector 6 HSR Layout, Bangalore South","Sector 6 HSR Layout, Bangalore South",Carpet Area,70000.0,1800,3,3,0.0,12.9143405,77.631707,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Bangalore
1610,Purva Fairmont,"3 BHK Flat for rent in HSR Layout, Bangalore South","HSR Layout, Bangalore South",Carpet Area,65000.0,1700,3,3,0.0,12.9116225,77.6388622,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Bangalore
1611,Lakshachandi Apartments,"2 BHK Flat for rent in Gokuldham Colony, Mumbai","Gokuldham Colony, Mumbai",Super Built-up Area,75000.0,1050,2,2,0.0,19.0785451,72.878176,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Mumbai
1612,Prestige Lakeside Habitat,"3 BHK Flat for rent in Whitefield, Bangalore East","Whitefield, Bangalore East",Super Built-up Area,56400.0,1655,3,3,4.3,12.9696365,77.7497448,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Bangalore
1613,Konnark Shree Krishna Paradise,"3 BHK Flat for rent in Sector 12 Kharghar, Navi Mumbai","Sector 12 Kharghar, Navi Mumbai",Super Built-up Area,60000.0,1760,3,3,0.0,19.0446047,73.0645399003143,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Navi Mumbai
1614,Konnark Shree Krishna Paradise,"3 BHK Flat for rent in Sector 12 Kharghar, Navi Mumbai","Sector 12 Kharghar, Navi Mumbai",Super Built-up Area,60000.0,1600,3,3,0.0,19.0446047,73.0645399003143,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Navi Mumbai
1615,"Sector 1 HSR Layout, Bangalore South","3 BHK Independent Builder Floor for rent in Sector 1 HSR Layout, Bangalore South","Sector 1 HSR Layout, Bangalore South",Built-up Area,59000.0,1700,3,3,0.0,12.9157227,77.649014,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Bangalore
1616,Pyramid Signature Heights,"2 BHK Flat for rent in Sector 8 Ghansoli, Navi Mumbai","Sector 8 Ghansoli, Navi Mumbai",Super Built-up Area,47000.0,1200,2,2,0.0,19.12024585,72.99595292715398,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Navi Mumbai
1618,Rustomjee Azziano,"3 BHK Flat for rent in Majiwada, Thane","Majiwada, Thane",Carpet Area,47000.0,1014,3,3,4.3,19.2130251,72.9784852,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Thane
1619,Satellite Tower CHS,"2 BHK Flat for rent in Goregaon East, Mumbai","Goregaon East, Mumbai",Super Built-up Area,74000.0,1400,2,2,0.0,19.1692623,72.8552548,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Mumbai
1620,FAM CHS,"2 BHK Flat for rent in Sector 11 Koparkhairane, Navi Mumbai","Sector 11 Koparkhairane, Navi Mumbai",Built-up Area,32000.0,804,2,2,3.9,19.1057565,72.998707,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Navi Mumbai
1621,Annora Rodas Encalve,"3 BHK Flat for rent in Hiranandani Estate, Thane","Hiranandani Estate, Thane",Carpet Area,80000.0,1850,3,3,0.0,19.2570093,72.98392629891234,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Thane
