,Title,Location,Address,Area Type,Price,Total Sqft,Size,Bath,Rating,Latitude,Longitude,Availability,Images
2138,Ferns City,"4 Bedroom House for rent in Dodda Nekkundi, Bangalore East","Dodda Nekkundi, Bangalore East",Plot Area,1 Lac ,"4,000",4,4,0,12.96577205,77.70809738675412,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBg.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
2139,Supertech Supernova,3 BHK Flat for rent in Sector 94 Noida,Sector 94 Noida,Super Built-up Area,"80,000 ","2,105",3,3,4.1,28.551017199999997,77.32375904907622,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
2140,Gulshan Vivante,4 BHK Flat for rent in Sector 137 Noida,Sector 137 Noida,Carpet Area,"55,000 ","2,600",4,4,3.9,28.5091263,77.40949057549227,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
2141,Gulshan Vivante,3 BHK Flat for rent in Sector 137 Noida,Sector 137 Noida,Super Built-up Area,"40,000 ","2,190",3,4,3.9,28.5091263,77.40949057549227,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
2142,3C Lotus 300,5 BHK Flat for rent in Sector 107 Noida,Sector 107 Noida,Super Built-up Area,2 Lac ,"5,700",5,5,3.8,28.545932,77.37656096549142,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
2143,"Defence Colony, South Delhi","3 BHK Independent Builder Floor for rent in Defence Colony, South Delhi","Defence Colony, South Delhi",Super Built-up Area,1.75 Lac ,"1,800",3,3,0,28.5713575,77.2330402,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
2144,Grand Ajnara Heritage,3 BHK Flat for rent in Sector 74 Noida,Sector 74 Noida,Super Built-up Area,"31,000 ","1,440",3,2,4.0,28.5736275,77.39169737882301,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
2145,"Defence Colony, South Delhi","3 BHK Independent Builder Floor for rent in Defence Colony, South Delhi","Defence Colony, South Delhi",Super Built-up Area,1.65 Lac ,"1,700",3,3,0,28.5713575,77.2330402,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
2146,"Defence Colony, South Delhi","3 BHK Independent Builder Floor for rent in Defence Colony, South Delhi","Defence Colony, South Delhi",Super Built-up Area,2.5 Lac ,"2,800",3,3,0,28.5713575,77.2330402,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
2147,"Defence Colony, South Delhi","3 BHK Independent Builder Floor for rent in Defence Colony, South Delhi","Defence Colony, South Delhi",Super Built-up Area,1.9 Lac ,"2,800",3,3,0,28.5713575,77.2330402,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
2148,"Defence Colony, South Delhi","3 BHK Independent Builder Floor for rent in Defence Colony, South Delhi","Defence Colony, South Delhi",Super Built-up Area,2.2 Lac ,"2,800",3,3,0,28.5713575,77.2330402,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
2149,"Defence Colony, South Delhi","4 BHK Independent Builder Floor for rent in Defence Colony, South Delhi","Defence Colony, South Delhi",Super Built-up Area,3.95 Lac ,"3,000",4,4,0,28.5713575,77.2330402,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
2150,Puri Emerald Bay,2 BHK Flat for rent in Sector 104 Gurgaon,Sector 104 Gurgaon,Super Built-up Area,"40,000 ","1,550",2,2,3.7,28.4795324,76.9937197,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
2151,"V Block DLF Phase 3, Gurgaon","1 BHK Independent Builder Floor for rent in V Block DLF Phase 3, Gurgaon","V Block DLF Phase 3, Gurgaon",Built-up Area,"33,000 ",580,1,1,0,28.42826235,77.00270014657752,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://imagecdn.99acres.com/media1/23489/9/469789582M-1706355769811.jpg', 'https://imagecdn.99acres.com/media1/23489/9/469789608M-1706355770543.jpg', 'https://imagecdn.99acres.com/media1/23489/9/469789606M-1706355769928.jpg', 'https://imagecdn.99acres.com/media1/23489/9/469789596M-1706355769838.jpg', 'https://imagecdn.99acres.com/media1/23489/9/469789594M-1706355769862.jpg', 'https://imagecdn.99acres.com/media1/23489/9/469789586M-1706355770007.jpg', 'https://imagecdn.99acres.com/media1/23489/9/469789604M-1706355770365.jpg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
2152,Signature Global the Millennia,2 BHK Flat for rent in Sector 37D Gurgaon,Sector 37D Gurgaon,Carpet Area,"22,000 ",569,2,2,0,28.4480039,76.9697682,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://imagecdn.99acres.com/media1/23487/1/469741000M-1706344976479.jpg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
2153,Signature Global the Millennia,2 BHK Flat for rent in Sector 37D Gurgaon,Sector 37D Gurgaon,Carpet Area,"20,000 ",552,2,2,0,28.4480039,76.9697682,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
2154,"U Block DLF Phase 3, Gurgaon","1 BHK Independent Builder Floor for rent in U Block DLF Phase 3, Gurgaon","U Block DLF Phase 3, Gurgaon",Carpet Area,"21,000 ",540,1,1,0,28.42826235,77.00270014657752,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
2155,Inner Spaces Glory Fields,"3 BHK Flat for rent in Choodasandra, Bangalore South","Choodasandra, Bangalore South",Carpet Area,"55,000 ","1,946",3,3,0,12.8929726,77.6787428,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
2156,Lodha Upper Thane,"3 BHK Flat for rent in Anjurdive, Thane","Anjurdive, Thane",Carpet Area,"24,500 ","1,075",3,3,3.8,19.1943294,72.9701779,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
2157,Lodha Upper Thane,"3 BHK Flat for rent in Anjurdive, Thane","Anjurdive, Thane",Carpet Area,"22,000 ","1,075",3,3,3.8,19.1943294,72.9701779,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
2158,sun city belapur,"3 BHK Flat for rent in Sector 15 Belapur, Navi Mumbai","Sector 15 Belapur, Navi Mumbai",Carpet Area,"75,000 ","1,350",3,3,0,19.0131587,73.0378189,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
2159,Parth Lords,"2 BHK Flat for rent in Sector 15 Belapur, Navi Mumbai","Sector 15 Belapur, Navi Mumbai",Carpet Area,"75,000 ","1,040",2,2,0,19.0131587,73.0378189,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
2160,Eros Wembley Estate,2 BHK Flat for rent in Sector 50 Gurgaon,Sector 50 Gurgaon,Super Built-up Area,"40,000 ","1,040",2,2,4.0,28.4166536,77.0611745,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBg.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
2161,Bestech Park View City 2,3 BHK Flat for rent in Sector 49 Gurgaon,Sector 49 Gurgaon,Super Built-up Area,"60,000 ","2,153",3,4,4.0,28.4128851,77.0498362,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBg.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
2162,Vipul Tatvam Villa,4 Bedroom House for rent in Sector 48 Gurgaon,Sector 48 Gurgaon,Plot Area,2.25 Lac ,"4,500",4,4,0,28.4104903,77.0394627,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
2163,The Close South,"4 BHK Flat for rent in Nirvana Country, Gurgaon","Nirvana Country, Gurgaon",Super Built-up Area,"85,000 ","3,000",4,4,3.9,28.41505085,77.06429550564044,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBg.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
2164,The Close North,"4 BHK Flat for rent in Nirvana Country, Gurgaon","Nirvana Country, Gurgaon",Super Built-up Area,"85,000 ","2,946",4,6,4.0,28.41505085,77.06429550564044,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBg.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
2165,Bestech Park View Ananda,2 BHK Flat for rent in Sector 81 Gurgaon,Sector 81 Gurgaon,Super Built-up Area,"35,000 ","1,360",2,2,4.2,28.3873647,76.9475835,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBg.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
2166,Prateek Edifice,3 BHK Flat for rent in Sector 107 Noida,Sector 107 Noida,Super Built-up Area,"65,000 ","2,070",3,3,3.9,28.545932,77.37656096549142,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBg.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
2167,The Close North,"3 BHK Flat for rent in Nirvana Country, Gurgaon","Nirvana Country, Gurgaon",Super Built-up Area,"65,000 ","2,093",3,3,4.0,28.41505085,77.06429550564044,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBg.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
2168,Visions Urjith,"3 Bedroom House for rent in Tellapur, Hyderabad","Tellapur, Hyderabad",Plot Area,"90,000 ","2,900",3,4,0,17.45251,78.2995538,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
2169,Rajapushpa Green Dale,"4 Bedroom House for rent in Tellapur, Hyderabad","Tellapur, Hyderabad",Plot Area,1.2 Lac ,400,4,7,3.9,17.45251,78.2995538,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
2170,Rajapushpa Green Dale,"5 Bedroom House for rent in Tellapur, Hyderabad","Tellapur, Hyderabad",Plot Area,1.6 Lac ,450,5,8,3.9,17.45251,78.2995538,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
2171,Rajapushpa Green Dale,"5 Bedroom House for rent in Tellapur, Hyderabad","Tellapur, Hyderabad",Plot Area,1.6 Lac ,450,5,8,3.9,17.45251,78.2995538,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
2172,Namitha Madhapur,"5 Bedroom House for rent in Madhapur, Hyderabad","Madhapur, Hyderabad",Plot Area,2 Lac ,"5,000",5,6,0,17.4408924,78.3916304,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
2173,Visions Urjith,"5 Bedroom House for rent in Tellapur, Hyderabad","Tellapur, Hyderabad",Plot Area,1.2 Lac ,"4,450",5,7,0,17.45251,78.2995538,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
2174,Visions Urjith,"3 Bedroom House for rent in Tellapur, Hyderabad","Tellapur, Hyderabad",Plot Area,"90,001 ","2,600",3,4,0,17.45251,78.2995538,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
2175,Bhavya Alluri Meadows,"4 Bedroom House for rent in Venkat Enclave, Hyderabad","Venkat Enclave, Hyderabad",Plot Area,1.5 Lac ,"4,300",4,4,0,17.4598929,78.4883185,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
2176,BPTP Spacio,2 BHK Flat for rent in Sector 37D Gurgaon,Sector 37D Gurgaon,Super Built-up Area,"25,000 ","1,079",2,2,3.5,28.4480039,76.9697682,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
